"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","exp2","adjustment","fromCode","projectName"
,"37425910_1","37425910","genetic variation",,"NULL","NULL",,,"multiple system atrophy",1.58,1.3,1.91,"odd ratio (OR)",,,1,"MSA"
,"37522217_1","37522217","hr",,"NULL","NULL",,,"survival time",1.71,1.26,2.3,"hazard ratio (HR)",,,1,"MSA"
,"37522217_2","37522217","nonmotor component analysis3",,"NULL","NULL",,,"death",1.68,1.31,2.1,"hazard ratio (HR)",,,1,"MSA"
,"37522217_3","37522217",,,"NULL","NULL",,,,4.15,1.73,9.9,"hazard ratio (HR)",,,1,"MSA"
,"37522217_4","37522217","axial symptoms",,"NULL","NULL",,,"shorter survival time",4.18,1.73,10.1,"hazard ratio (HR)",,,1,"MSA"
,"37567063_1","37567063","orthostatic hypotension",,"NULL","NULL",,,"severe orthostatic hypotension",2.17,1.23,3.82,"odd ratio (OR)",,,1,"MSA"
,"37567063_2","37567063","lower ldl c",,"NULL","NULL",,,"severe orthostatic hypotension",2.02,1.16,3.47,"odd ratio (OR)",,,1,"MSA"
,"37567063_3","37567063","lowest quartile of triglyceride levels",,"NULL","NULL",,,"severe orthostatic hypotension",2.16,1.2,3.87,"odd ratio (OR)",,,1,"MSA"
,"37567063_4","37567063","triglyceride compared to the highest quartile after adjusting for confounders",,"NULL","NULL",,,"severe orthostatic hypotension",2.25,1.24,4.07,"odd ratio (OR)",,,1,"MSA"
,"37567063_5","37567063","low level of tc, ldl c and triglyceride",,"NULL","NULL",,,"sever orthostatic hypotension",2.04,1.18,3.52,"odd ratio (OR)",,,1,"MSA"
,"37567063_6","37567063","low levels of tc, ldl c, and triglyceride",,"NULL","NULL",,,"severe orthostatic hypotension",2.06,1.19,3.56,"odd ratio (OR)",,,1,"MSA"
,"9781517_1","9781517","the presence of the a0 allele",,"NULL","NULL",,,"progressive supranuclear palsy",4.33,1.36,13.6,"odd ratio (OR)",,,1,"MSA"
,"9781517_2","9781517","a carrier of a0 allele",,"NULL","NULL",,,"progressive supranuclear palsy",4.14,1.19,14.48,"odd ratio (OR)",,,1,"MSA"
