"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"34132390_2_OR","34132390","excessive daytime sleepiness",,"NULL","NULL",," answernotfound"," risk of fatigue.",2.7,1.23,5.9,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"34132390_1_OR","34132390","anxiety",,"NULL","NULL",," answernotfound"," risk of fatigue.",3.01,1.43,6.31,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"34132390_3_OR","34132390","use of sleep medicine",,"NULL","NULL",," answernotfound"," fatigue",3.58,1.39,9.24,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"34455210_1_OR","34455210","v393a",,"NULL","NULL",," answernotfound"," sporadic msa",2.12,1.35,3.31,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"34455210_2_OR","34455210","v393a with msa-c",,"NULL","NULL",," answernotfound"," sporadic msa",2.57,1.98,3.35,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"34635668_3_OR","34635668","baseline mmse",,"NULL","NULL",," answernotfound"," dementia and mortality.",0.94,0.89,0.99,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"34635668_15_OR","34635668","delirium",,"NULL","NULL",," answernotfound"," hazards of dementia and mortality.",1.59,1.04,2.42,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"34635668_2_OR","34635668","age",,"NULL","NULL",," answernotfound"," dementia and mortality.",10,2.29,95,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"34635668_5_OR","34635668","mapt h1/h1 in pd",,"NULL","NULL",," answernotfound"," dementia and mortality.",2.08,1.08,4,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"34635668_4_OR","34635668","apoe ε4",,"NULL","NULL",," answernotfound"," dementia and mortality.",2.16,1.15,4.08,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"34635668_9_OR","34635668","age",,"NULL","NULL",," answernotfound"," dementia and mortality.",2.29,1.74,3.02,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"34635668_1_OR","34635668","atypical parkinsonism",,"NULL","NULL",," atypical parkinsonism"," delirium",2.83,1.6,5.03,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"34635668_7_OR","34635668","atypical parkinsonism",,"NULL","NULL",," answernotfound"," dementia",3.76,2.65,5.35,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"34635668_6_OR","34635668","delirium",,"NULL","NULL",," answernotfound"," hazards of dementia and mortality.",6.93,4.18,11.48,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"34971021_1_OR","34971021","male gender",,"NULL","NULL",," answernotfound"," mortality",0.56,0.34,0.94,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"34971021_3_OR","34971021","male gender",,"NULL","NULL",," answernotfound"," mortality",1.04,1.02,1.06,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"34971021_5_OR","34971021","oh treatment",,"NULL","NULL",," answernotfound"," risk of cardiac causes and/or sudden death",2.13,1.15,3.94,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"34971021_4_OR","34971021","male gender",,"NULL","NULL",," answernotfound"," sudden death",3.66,1.46,9.17,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"35063370_1_OR","35063370","infection",,"NULL","NULL",," answernotfound"," sudden death",0.35,0.17,0.68,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"35462702_1_OR","35462702","modified hoehn and yahr (h-y) stages",,"NULL","NULL",," answernotfound"," fog",0.54,0.33,3.92,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"35462702_3_OR","35462702","longer disease duration",,"NULL","NULL",," answernotfound"," fog",0.54,0.37,0.78,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"35462702_7_OR","35462702","higher scale for the assessment and rating of ataxia (sara)",,"NULL","NULL",," answernotfound"," lower quality of life scores",0.8,0.72,0.89,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"35462702_4_OR","35462702","higher unified multiple system atrophy rating scale (umsars) score",,"NULL","NULL",," answernotfound"," fog",0.96,0.93,0.99,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"35462702_6_OR","35462702","levodopa-equivalent dose",,"NULL","NULL",," answernotfound"," lower quality of life scores",0.998,0.997,1,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"35462702_5_OR","35462702","msa-cerebellum subtype",,"NULL","NULL",," answernotfound"," lower quality of life scores",2.99,1.22,7.33,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"35860494_1_OR","35860494","ndsss stage",,"NULL","NULL",," answernotfound"," dysphagia.",0.49,0.301,0.797,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"36526431_3_OR","36526431","early oh,",,"NULL","NULL",," answernotfound"," risk of cognitive impairment",0.59,0.42,0.83,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"36526431_1_OR","36526431","early oh,",,"NULL","NULL",," answernotfound"," risk of dementia",0.86,0.8,0.93,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"36540145_1_OR","36540145","home care services",,"NULL","NULL",," answernotfound"," dying",2.49,1.48,4.21,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"36585649_4_OR","36585649","faecal inconsistence",,"NULL","NULL",," answernotfound"," gsm.",1.31,1,1.72,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"36585649_3_OR","36585649","menopause",,"NULL","NULL",," answernotfound"," gsm.",2.2,1.71,2.85,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"36585649_1_OR","36585649","older age",,"NULL","NULL",," answernotfound"," gsm",3.38,2.03,5.64,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"36585649_2_OR","36585649","older age",,"NULL","NULL",," answernotfound"," gsm",8.63,5.09,14.64,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"37095443_3_OR","37095443","older age",,"NULL","NULL",," answernotfound"," hypertension",1.084,1.036,1.134,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"37095443_2_OR","37095443","hypertension",,"NULL","NULL",," hypertension"," mm.",3.46,1.152,10.391,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"37095443_1_OR","37095443","longer axial length",,"NULL","NULL",," answernotfound"," mm.",4.517,3.273,6.235,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"37522217_2_OR","37522217","nonmotor pc3",,"NULL","NULL",," answernotfound"," survival time",1.68,1.31,2.1,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"37522217_1_OR","37522217","shorter survival time",,"NULL","NULL",," answernotfound"," poor survival",1.71,1.26,2.3,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"37522217_3_OR","37522217","cluster 3",,"NULL","NULL",," answernotfound"," survival",4.15,1.73,9.9,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"37522217_4_OR","37522217","cluster 4",,"NULL","NULL",," answernotfound"," shorter survival time.",4.18,1.73,10.1,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"37567063_2_OR","37567063","low levels of tc, ldl-c, and triglyceride",,"NULL","NULL",," answernotfound"," oh",2.02,1.16,3.47,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"37567063_5_OR","37567063","low levels of tc, ldl-c, and triglyceride",,"NULL","NULL",," answernotfound"," oh",2.04,1.18,3.52,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"37567063_6_OR","37567063","low levels of tc, ldl-c, and triglyceride",,"NULL","NULL",," answernotfound"," oh",2.06,1.19,3.56,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"37567063_3_OR","37567063","low levels of tc, ldl-c, and triglyceride",,"NULL","NULL",," answernotfound"," oh",2.16,1.2,3.87,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"37567063_1_OR","37567063","low levels of tc, ldl-c, and triglyceride",,"NULL","NULL",," answernotfound"," oh",2.17,1.23,3.82,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"37567063_4_OR","37567063","low levels of tc, ldl-c, and triglyceride",,"NULL","NULL",," answernotfound"," oh",2.25,1.24,4.07,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"38128498_1_OR","38128498","dfd",,"NULL","NULL",," non-progression group,"," mm progression",1.672,1.135,2.498,"odd ratio (OR)",,,,1,"projTutoMSA","2024-02-05"
,"38131057_1_OR","38131057","use of anticonvulsants",,"NULL","NULL",," answernotfound"," 2.00",2,1.03,3.85,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"38290838_1_OR","38290838","non-p42 mog-igg",,"NULL","NULL",," answernotfound"," a relapsing course",1.7,1.15,2.6,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
,"38290838_2_OR","38290838","non-p42 mog-igg epitope status",,"NULL","NULL",," answernotfound"," a relapsing course",2.7,1.06,6.98,"hazard ratio (HR)",,,,1,"projTutoMSA","2024-02-05"
